screen_id,route_path,route_name,page_widget,page_file,layout_pattern,vpc_files,vpc_owner_file,declared_tier,suggested_tier,tier_status,l1_status,l2_status,l3_status,notes
SC-385,AppRoutePaths.earnEmergencyActions,AppRouteNames.sc385StakingEmergencyActions,StakingEmergencyActionsPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_emergency_actions_page.dart,direct_vpc,features/earn/presentation/pages/staking_emergency_actions_page.dart,features/earn/presentation/pages/staking_emergency_actions_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-370,AppRoutePaths.earnFAQ,AppRouteNames.sc370StakingFAQ,StakingFAQPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_faq_page.dart,direct_vpc,features/earn/presentation/pages/staking_faq_page.dart,features/earn/presentation/pages/staking_faq_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-392,AppRoutePaths.earnForum,AppRouteNames.sc392StakingForum,StakingForumPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_forum_page.dart,direct_vpc,features/earn/presentation/pages/staking_forum_page.dart,features/earn/presentation/pages/staking_forum_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-369,AppRoutePaths.earnGuide,AppRouteNames.sc369StakingGuide,StakingGuidePage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_guide_page.dart,direct_vpc,features/earn/presentation/pages/staking_guide_page.dart;features/earn/presentation/widgets/staking_guide_page_common.dart;features/earn/presentation/widgets/staking_guide_page_sections.dart,features/earn/presentation/pages/staking_guide_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-360,AppRoutePaths.earnHistory,AppRouteNames.sc360StakingHistory,StakingHistoryPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_history_page.dart,direct_vpc,features/earn/presentation/pages/staking_history_page.dart;features/earn/presentation/widgets/staking_history_common.dart;features/earn/presentation/widgets/staking_history_detail_list.dart;features/earn/presentation/widgets/staking_history_summary_filters.dart,features/earn/presentation/pages/staking_history_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-368,AppRoutePaths.earnInstitutional,AppRouteNames.sc368StakingInstitutional,StakingInstitutionalPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_institutional_page.dart,direct_vpc,features/earn/presentation/pages/staking_institutional_page.dart;features/earn/presentation/widgets/staking_institutional_overview_batches.dart;features/earn/presentation/widgets/staking_institutional_sheet_painter.dart;features/earn/presentation/widgets/staking_institutional_signers_features.dart,features/earn/presentation/pages/staking_institutional_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-365,AppRoutePaths.earnInsurance,AppRouteNames.sc365StakingInsurance,StakingInsurancePage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_insurance_page.dart,direct_vpc,features/earn/presentation/pages/staking_insurance_page.dart;features/earn/presentation/widgets/staking_insurance_claims.dart;features/earn/presentation/widgets/staking_insurance_common.dart;features/earn/presentation/widgets/staking_insurance_overview.dart;features/earn/presentation/widgets/staking_insurance_plans.dart;features/earn/presentation/widgets/staking_insurance_positions.dart;features/earn/presentation/widgets/staking_insurance_sheets.dart,features/earn/presentation/pages/staking_insurance_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-377,AppRoutePaths.earnInsuranceFundTransparency,AppRouteNames.sc377StakingInsuranceFundTransparency,StakingInsuranceFundTransparencyPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_insurance_fund_transparency_page.dart,direct_vpc,features/earn/presentation/pages/staking_insurance_fund_transparency_page.dart,features/earn/presentation/pages/staking_insurance_fund_transparency_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-364,AppRoutePaths.earnLiquidStaking,AppRouteNames.sc364StakingLiquidStaking,StakingLiquidStakingPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_liquid_staking_page.dart,direct_vpc,features/earn/presentation/pages/staking_liquid_staking_page.dart;features/earn/presentation/widgets/staking_liquid_staking_benefits.dart;features/earn/presentation/widgets/staking_liquid_staking_common.dart;features/earn/presentation/widgets/staking_liquid_staking_detail_sheet.dart;features/earn/presentation/widgets/staking_liquid_staking_holdings.dart;features/earn/presentation/widgets/staking_liquid_staking_stake.dart;features/earn/presentation/widgets/staking_liquid_staking_swap.dart;features/earn/presentation/widgets/staking_liquid_staking_swap_fields.dart,features/earn/presentation/pages/staking_liquid_staking_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-367,AppRoutePaths.earnMultiChain,AppRouteNames.sc367StakingMultiChain,StakingMultiChainPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_multi_chain_page.dart,direct_vpc,features/earn/presentation/pages/staking_multi_chain_page.dart;features/earn/presentation/widgets/staking_multi_chain_page_common.dart;features/earn/presentation/widgets/staking_multi_chain_page_sections.dart,features/earn/presentation/pages/staking_multi_chain_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-371,AppRoutePaths.earnNotifications,AppRouteNames.sc371StakingNotifications,StakingNotificationsPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_notifications_page.dart,direct_vpc,features/earn/presentation/pages/staking_notifications_page.dart;features/earn/presentation/widgets/staking_notifications_page_common.dart;features/earn/presentation/widgets/staking_notifications_page_sections.dart,features/earn/presentation/pages/staking_notifications_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-380,AppRoutePaths.earnProofOfReserves,AppRouteNames.sc380StakingProofOfReserves,StakingProofOfReservesPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_proof_of_reserves_page.dart,direct_vpc,features/earn/presentation/pages/staking_proof_of_reserves_page.dart;features/earn/presentation/widgets/staking_proof_of_reserves_assets.dart;features/earn/presentation/widgets/staking_proof_of_reserves_common.dart;features/earn/presentation/widgets/staking_proof_of_reserves_overview.dart;features/earn/presentation/widgets/staking_proof_of_reserves_overview_painters.dart;features/earn/presentation/widgets/staking_proof_of_reserves_verify.dart;features/earn/presentation/widgets/staking_proof_of_reserves_verify_sheet.dart,features/earn/presentation/pages/staking_proof_of_reserves_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-389,AppRoutePaths.earnProposals,AppRouteNames.sc389StakingProposals,StakingProposalsPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_proposals_page.dart,direct_vpc,features/earn/presentation/pages/staking_proposals_page.dart,features/earn/presentation/pages/staking_proposals_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-372,AppRoutePaths.earnRecommendations,AppRouteNames.sc372StakingRecommendations,StakingRecommendationsPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_recommendations_page.dart,direct_vpc,features/earn/presentation/pages/staking_recommendations_page.dart,features/earn/presentation/pages/staking_recommendations_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-373,AppRoutePaths.earnRegulatoryFramework,AppRouteNames.sc373StakingRegulatoryFramework,StakingRegulatoryFrameworkPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_regulatory_framework_page.dart,direct_vpc,features/earn/presentation/pages/staking_regulatory_framework_page.dart;features/earn/presentation/widgets/staking_regulatory_framework_hero_licenses.dart;features/earn/presentation/widgets/staking_regulatory_framework_protection_complaints.dart;features/earn/presentation/widgets/staking_regulatory_framework_sheet_common.dart,features/earn/presentation/pages/staking_regulatory_framework_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-381,AppRoutePaths.earnRiskDashboard,AppRouteNames.sc381StakingRiskDashboard,StakingRiskDashboardPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_risk_dashboard_page.dart,direct_vpc,features/earn/presentation/pages/staking_risk_dashboard_page.dart;features/earn/presentation/widgets/staking_risk_dashboard_page_common.dart;features/earn/presentation/widgets/staking_risk_dashboard_page_sections.dart,features/earn/presentation/pages/staking_risk_dashboard_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-384,AppRoutePaths.earnRiskScoreCalculator,AppRouteNames.sc384StakingRiskScoreCalculator,StakingRiskScoreCalculatorPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_risk_score_calculator_page.dart,direct_vpc,features/earn/presentation/pages/staking_risk_score_calculator_page.dart;features/earn/presentation/widgets/staking_risk_score_inputs.dart;features/earn/presentation/widgets/staking_risk_score_radar.dart;features/earn/presentation/widgets/staking_risk_score_results.dart,features/earn/presentation/pages/staking_risk_score_calculator_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-329,AppRoutePaths.earnSavings,AppRouteNames.sc329Savings,SavingsPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_page.dart,direct_vpc,features/earn/presentation/pages/savings_page.dart;features/earn/presentation/widgets/savings_home_common.dart;features/earn/presentation/widgets/savings_home_hero.dart;features/earn/presentation/widgets/savings_home_positions.dart;features/earn/presentation/widgets/savings_home_products.dart,features/earn/presentation/pages/savings_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-343,AppRoutePaths.earnSavingsAnalytics,AppRouteNames.sc343SavingsAnalytics,SavingsAnalyticsPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_analytics_page.dart,direct_vpc,features/earn/presentation/pages/savings_analytics_page.dart;features/earn/presentation/widgets/savings_analytics_charts_metrics.dart;features/earn/presentation/widgets/savings_analytics_secondary_painters.dart;features/earn/presentation/widgets/savings_analytics_summary_range.dart,features/earn/presentation/pages/savings_analytics_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-341,AppRoutePaths.earnSavingsAutoCompound,AppRouteNames.sc341AutoCompoundSettings,AutoCompoundSettingsPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/auto_compound_settings_page.dart,direct_vpc,features/earn/presentation/pages/auto_compound_settings_page.dart;features/earn/presentation/widgets/auto_compound_settings_calculator.dart;features/earn/presentation/widgets/auto_compound_settings_info_sheet.dart;features/earn/presentation/widgets/auto_compound_settings_positions.dart;features/earn/presentation/widgets/auto_compound_settings_settings_sheet.dart;features/earn/presentation/widgets/auto_compound_settings_shared.dart,features/earn/presentation/pages/auto_compound_settings_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-350,AppRoutePaths.earnSavingsAutoPilot,AppRouteNames.sc350SavingsAutoPilot,SavingsAutoPilotPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_autopilot_page.dart,direct_vpc,features/earn/presentation/pages/savings_autopilot_page.dart,features/earn/presentation/pages/savings_autopilot_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-349,AppRoutePaths.earnSavingsBacktest,AppRouteNames.sc349SavingsBacktest,SavingsBacktestPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_backtest_page.dart,direct_vpc,features/earn/presentation/pages/savings_backtest_page.dart,features/earn/presentation/pages/savings_backtest_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-340,AppRoutePaths.earnSavingsComparison,AppRouteNames.sc340SavingsComparison,SavingsComparisonPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_comparison_page.dart,direct_vpc,features/earn/presentation/pages/savings_comparison_page.dart;features/earn/presentation/widgets/earn_comparison_chart.dart;features/earn/presentation/widgets/earn_comparison_summary.dart;features/earn/presentation/widgets/earn_comparison_table.dart,features/earn/presentation/pages/savings_comparison_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-346,AppRoutePaths.earnSavingsDca,AppRouteNames.sc346SavingsDca,SavingsDCAPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_dca_page.dart,direct_vpc,features/earn/presentation/pages/savings_dca_page.dart;features/earn/presentation/widgets/savings_dca_common.dart;features/earn/presentation/widgets/savings_dca_history_sheet.dart;features/earn/presentation/widgets/savings_dca_plans.dart;features/earn/presentation/widgets/savings_dca_summary.dart,features/earn/presentation/pages/savings_dca_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-348,AppRoutePaths.earnSavingsExport,AppRouteNames.sc348SavingsExport,SavingsExportPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_export_page.dart,direct_vpc,features/earn/presentation/pages/savings_export_page.dart;features/earn/presentation/widgets/savings_export_config_widgets.dart;features/earn/presentation/widgets/savings_export_option_widgets.dart;features/earn/presentation/widgets/savings_export_summary_widgets.dart,features/earn/presentation/pages/savings_export_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-336,AppRoutePaths.earnSavingsFAQ,AppRouteNames.sc336SavingsFAQ,SavingsFAQPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_faq_page.dart,direct_vpc,features/earn/presentation/pages/savings_faq_page.dart;features/earn/presentation/widgets/savings_faq_page_common.dart;features/earn/presentation/widgets/savings_faq_page_sections.dart,features/earn/presentation/pages/savings_faq_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-342,AppRoutePaths.earnSavingsGoals,AppRouteNames.sc342SavingsGoal,SavingsGoalPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_goal_page.dart,direct_vpc,features/earn/presentation/pages/savings_goal_page.dart;features/earn/presentation/widgets/savings_goal_card.dart;features/earn/presentation/widgets/savings_goal_create_sheet.dart;features/earn/presentation/widgets/savings_goal_detail_sheet.dart;features/earn/presentation/widgets/savings_goal_sheet_common.dart;features/earn/presentation/widgets/savings_goal_summary_card.dart;features/earn/presentation/widgets/savings_goal_visuals.dart,features/earn/presentation/pages/savings_goal_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-335,AppRoutePaths.earnSavingsGuide,AppRouteNames.sc335SavingsGuide,SavingsGuidePage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_guide_page.dart,direct_vpc,features/earn/presentation/pages/savings_guide_page.dart,features/earn/presentation/pages/savings_guide_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-334,AppRoutePaths.earnSavingsHistory,AppRouteNames.sc334SavingsHistory,SavingsHistoryPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_history_page.dart,direct_vpc,features/earn/presentation/pages/savings_history_page.dart;features/earn/presentation/widgets/savings_history_page_common.dart;features/earn/presentation/widgets/savings_history_page_sections.dart,features/earn/presentation/pages/savings_history_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-351,AppRoutePaths.earnSavingsLadder,AppRouteNames.sc351SavingsLadder,SavingsLadderPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_ladder_page.dart,direct_vpc,features/earn/presentation/pages/savings_ladder_page.dart,features/earn/presentation/pages/savings_ladder_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-345,AppRoutePaths.earnSavingsNotificationPreferences,AppRouteNames.sc345SavingsNotificationPreferences,SavingsNotificationPreferencesPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_notification_preferences_page.dart,direct_vpc,features/earn/presentation/pages/savings_notification_preferences_page.dart,features/earn/presentation/pages/savings_notification_preferences_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-337,AppRoutePaths.earnSavingsNotifications,AppRouteNames.sc337SavingsNotifications,SavingsNotificationsPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_notifications_page.dart,direct_vpc,features/earn/presentation/pages/savings_notifications_page.dart;features/earn/presentation/widgets/savings_notifications_common.dart;features/earn/presentation/widgets/savings_notifications_history.dart;features/earn/presentation/widgets/savings_notifications_settings.dart,features/earn/presentation/pages/savings_notifications_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc333SavingsPortfolio,AppRoutePaths.earnSavingsPortfolio,AppRouteNames.sc333SavingsPortfolio,SavingsPortfolioPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_portfolio_page.dart,direct_vpc,features/earn/presentation/pages/earn_portfolio_page.dart;features/earn/presentation/pages/savings_portfolio_page.dart,features/earn/presentation/pages/earn_portfolio_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-330,AppRoutePaths.earnSavingsProductSample,AppRouteNames.sc330SavingsProductDetail,SavingsProductDetailPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_product_detail_page.dart,direct_vpc,features/earn/presentation/pages/savings_product_detail_page.dart,features/earn/presentation/pages/savings_product_detail_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-344,AppRoutePaths.earnSavingsRebalance,AppRouteNames.sc344SavingsAutoRebalance,SavingsAutoRebalancePage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_auto_rebalance_page.dart,direct_vpc,features/earn/presentation/pages/savings_auto_rebalance_page.dart;features/earn/presentation/widgets/savings_auto_rebalance_allocation.dart;features/earn/presentation/widgets/savings_auto_rebalance_drift_history.dart;features/earn/presentation/widgets/savings_auto_rebalance_history.dart;features/earn/presentation/widgets/savings_auto_rebalance_painters.dart;features/earn/presentation/widgets/savings_auto_rebalance_preview.dart;features/earn/presentation/widgets/savings_auto_rebalance_settings.dart;features/earn/presentation/widgets/savings_auto_rebalance_shared.dart;features/earn/presentation/widgets/savings_auto_rebalance_strategy.dart,features/earn/presentation/pages/savings_auto_rebalance_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-332,AppRoutePaths.earnSavingsReceipt,AppRouteNames.sc332SavingsReceipt,SavingsReceiptPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_receipt_page.dart,direct_vpc,features/earn/presentation/pages/savings_receipt_page.dart,features/earn/presentation/pages/savings_receipt_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-338,AppRoutePaths.earnSavingsRecommendations,AppRouteNames.sc338SavingsRecommendations,SavingsRecommendationsPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_recommendations_page.dart,direct_vpc,features/earn/presentation/pages/savings_recommendations_page.dart;features/earn/presentation/widgets/savings_recommendations_amount_panel.dart;features/earn/presentation/widgets/savings_recommendations_compare_sheet.dart;features/earn/presentation/widgets/savings_recommendations_hero.dart;features/earn/presentation/widgets/savings_recommendations_insights.dart;features/earn/presentation/widgets/savings_recommendations_shared.dart;features/earn/presentation/widgets/savings_recommendations_strategy_card.dart;features/earn/presentation/widgets/savings_recommendations_strategy_detail_sheet.dart,features/earn/presentation/pages/savings_recommendations_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-331,AppRoutePaths.earnSavingsRedeemPos001,AppRouteNames.sc331SavingsRedeem,SavingsRedeemPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_redeem_page.dart,direct_vpc,features/earn/presentation/pages/savings_redeem_page.dart,features/earn/presentation/pages/savings_redeem_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-339,AppRoutePaths.earnSavingsRiskAssessment,AppRouteNames.sc339SavingsRiskAssessment,SavingsRiskAssessmentPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_risk_assessment_page.dart,direct_vpc,features/earn/presentation/pages/savings_risk_assessment_page.dart;features/earn/presentation/widgets/savings_risk_assessment_products_common.dart;features/earn/presentation/widgets/savings_risk_assessment_questions.dart;features/earn/presentation/widgets/savings_risk_assessment_result.dart,features/earn/presentation/pages/savings_risk_assessment_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-347,AppRoutePaths.earnSavingsSmartSuggestions,AppRouteNames.sc347SavingsSmartSuggestions,SavingsSmartSuggestionsPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_smart_suggestions_page.dart,direct_vpc,features/earn/presentation/pages/savings_smart_suggestions_page.dart,features/earn/presentation/pages/savings_smart_suggestions_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-352,AppRoutePaths.earnSavingsWhatIf,AppRouteNames.sc352SavingsWhatIf,SavingsWhatIfPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/savings_what_if_page.dart,direct_vpc,features/earn/presentation/pages/savings_what_if_page.dart;features/earn/presentation/pages/savings_what_if_page_part_01.dart;features/earn/presentation/pages/savings_what_if_page_part_04.dart;features/earn/presentation/widgets/savings_what_if_asset_impact.dart;features/earn/presentation/widgets/savings_what_if_common_widgets.dart;features/earn/presentation/widgets/savings_what_if_models.dart;features/earn/presentation/widgets/savings_what_if_painters.dart;features/earn/presentation/widgets/savings_what_if_results.dart;features/earn/presentation/widgets/savings_what_if_stress.dart;features/earn/presentation/widgets/savings_what_if_stress_components.dart,features/earn/presentation/pages/savings_what_if_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-382,AppRoutePaths.earnSlashingHistory,AppRouteNames.sc382StakingSlashingHistory,StakingSlashingHistoryPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_slashing_history_page.dart,direct_vpc,features/earn/presentation/pages/staking_slashing_history_page.dart,features/earn/presentation/pages/staking_slashing_history_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-387,AppRoutePaths.earnSocialFeed,AppRouteNames.sc387StakingSocialFeed,StakingSocialFeedPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_social_feed_page.dart,direct_vpc,features/earn/presentation/pages/staking_social_feed_page.dart;features/earn/presentation/widgets/staking_social_feed_page_common.dart;features/earn/presentation/widgets/staking_social_feed_page_sections.dart,features/earn/presentation/pages/staking_social_feed_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc328StakingEarnStaking,AppRoutePaths.earnStaking,AppRouteNames.sc328StakingEarnStaking,StakingEarnPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_earn_page.dart,direct_vpc,features/earn/presentation/pages/staking_earn_page.dart;features/earn/presentation/widgets/staking_earn_hero_tabs.dart;features/earn/presentation/widgets/staking_earn_positions_common.dart;features/earn/presentation/widgets/staking_earn_products.dart,features/earn/presentation/pages/staking_earn_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-357,AppRoutePaths.earnStakingRiskAssessment,AppRouteNames.sc357StakingRiskAssessment,StakingRiskAssessmentPage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_risk_assessment_page.dart,direct_vpc,features/earn/presentation/pages/staking_risk_assessment_page.dart;features/earn/presentation/widgets/staking_risk_assessment_page_common.dart;features/earn/presentation/widgets/staking_risk_assessment_page_sections.dart,features/earn/presentation/pages/staking_risk_assessment_page.dart,standard,standard,aligned,pass,pass,pass,compliant
SC-354,AppRoutePaths.earnStakingRiskDisclosure,AppRouteNames.sc354StakingRiskDisclosure,StakingRiskDisclosurePage,C:/Users/C-PC/Documents/Tao-app-trad-figma-sang-fultter-bang-ui-ux-pro-max-truc-tiep-tu-code/flutter_app/lib/features/earn/presentation/pages/staking_risk_disclosure_page.dart,direct_vpc,features/earn/presentation/pages/staking_risk_disclosure_page.dart;features/earn/presentation/widgets/staking_risk_disclosure_assessment_common.dart;features/earn/presentation/widgets/staking_risk_disclosure_categories.dart;features/earn/presentation/widgets/staking_risk_disclosure_overview.dart,features/earn/presentation/pages/staking_risk_disclosure_page.dart,standard,standard,aligned,pass,pass,pass,compliant
