"assignment_status","priority_band","feature","route","page","page_file","visual_density_priority","visual_density_risk_score","official_density_score","body_grade","archetype","guardrail","root_causes","recommendation","next_action","source_files"
"monitor_when_touched","P2-C standard monitor","earn","AppRoutePaths.earnSavingsDca","SavingsDCAPage","flutter_app/lib/features/earn/presentation/pages/savings_dca_page.dart","P2_MEDIUM_DENSITY_REVIEW","31","0","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;spacer_inside_cards;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/earn/presentation/pages/savings_dca_page.dart;flutter_app/lib/features/earn/presentation/widgets/savings_dca_common.dart;flutter_app/lib/features/earn/presentation/widgets/savings_dca_history_sheet.dart;flutter_app/lib/features/earn/presentation/widgets/savings_dca_plans.dart;flutter_app/lib/features/earn/presentation/widgets/savings_dca_summary.dart"
"monitor_when_touched","P2-C standard monitor","launchpad","AppRoutePaths.launchpadClaimReceiptPos001","LaunchpadClaimReceiptPage","flutter_app/lib/features/launchpad/presentation/pages/launchpad_claim_receipt_page.dart","P2_MEDIUM_DENSITY_REVIEW","31","0","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/launchpad/presentation/pages/launchpad_claim_receipt_page.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_claim_receipt_claim_sheet_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_claim_receipt_hero_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_claim_receipt_misc_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_claim_receipt_overview_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_claim_receipt_timeline_widgets.dart"
"monitor_when_touched","P2-C standard monitor","launchpad","AppRoutePaths.launchpadPortfolio","LaunchpadPortfolioPage","flutter_app/lib/features/launchpad/presentation/pages/launchpad_portfolio_page.dart","P2_MEDIUM_DENSITY_REVIEW","31","0","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/launchpad/presentation/pages/launchpad_portfolio_page.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_portfolio_empty_disclaimer_common.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_portfolio_hero_tabs.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_portfolio_subscription.dart"
"monitor_when_touched","P2-C standard monitor","p2p","AppRoutePaths.p2pSettingsNotifications","P2PNotificationsSettingsPage","flutter_app/lib/features/p2p/presentation/pages/p2p_notifications_settings_page.dart","P2_MEDIUM_DENSITY_REVIEW","31","4","A","detail","financial_safety_copy_preserve","bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/p2p/presentation/pages/p2p_notifications_settings_page.dart"
"monitor_when_touched","P2-C standard monitor","p2p","AppRoutePaths.p2pReviews","P2PReviewsPage","flutter_app/lib/features/p2p/presentation/pages/p2p_reviews_page.dart","P2_MEDIUM_DENSITY_REVIEW","31","5","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/p2p/presentation/pages/p2p_reviews_page.dart"
"monitor_when_touched","P2-C standard monitor","support","AppRoutePaths.support","SupportPage","flutter_app/lib/features/support/presentation/pages/support_page.dart","P2_MEDIUM_DENSITY_REVIEW","31","0","A","detail","standard_ui_accessibility_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/support/presentation/pages/support_page.dart;flutter_app/lib/features/support/presentation/widgets/support_context_card.dart;flutter_app/lib/features/support/presentation/widgets/support_faq_common.dart;flutter_app/lib/features/support/presentation/widgets/support_quick_contacts_tabs.dart;flutter_app/lib/features/support/presentation/widgets/support_tickets.dart"
"monitor_when_touched","P2-C standard monitor","trade","AppRoutePaths.tradeCopyAuditTrail","AuditTrailPage","flutter_app/lib/features/trade/presentation/pages/audit_trail_page.dart","P2_MEDIUM_DENSITY_REVIEW","31","0","A","detail","financial_safety_copy_preserve","spacer_inside_cards;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Remove Spacer-driven loose card expansion or replace with fixed compact content rhythm.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/trade/presentation/pages/audit_trail_page.dart;flutter_app/lib/features/trade/presentation/widgets/audit_trail_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/audit_trail_page_sections.dart"
"monitor_when_touched","P2-C standard monitor","p2p","AppRoutePaths.p2pBlacklist","P2PBlacklistPage","flutter_app/lib/features/p2p/presentation/pages/p2p_blacklist_page.dart","P2_MEDIUM_DENSITY_REVIEW","30","0","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/p2p/presentation/pages/p2p_blacklist_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_blacklist_common.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_blacklist_entries.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_blacklist_summary_filters.dart"
"monitor_when_touched","P2-C standard monitor","p2p","AppRoutePaths.p2pKycStatus","P2PKycStatusPage","flutter_app/lib/features/p2p/presentation/pages/p2p_kyc_status_page.dart","P2_MEDIUM_DENSITY_REVIEW","30","0","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/p2p/presentation/pages/p2p_kyc_status_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_kyc_status_page_common.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_kyc_status_page_sections.dart"
"monitor_when_touched","P2-C standard monitor","p2p","AppRoutePaths.p2pTradingLevel","P2PTradingLevelPage","flutter_app/lib/features/p2p/presentation/pages/p2p_trading_level_page.dart","P2_MEDIUM_DENSITY_REVIEW","30","1","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/p2p/presentation/pages/p2p_trading_level_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_trading_level_cards.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_trading_level_hero_progress.dart"
"monitor_when_touched","P2-C standard monitor","trade","AppRoutePaths.tradeBotEmergencyStop","BotEmergencyStopPage","flutter_app/lib/features/trade/presentation/pages/bot_emergency_stop_page.dart","P2_MEDIUM_DENSITY_REVIEW","30","0","A","detail","financial_safety_copy_preserve","bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/trade/presentation/pages/bot_emergency_stop_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_emergency_stop_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/bot_emergency_stop_page_sections.dart"
"monitor_when_touched","P2-C standard monitor","launchpad","AppRoutePaths.launchpadAbiDiff","LaunchpadAbiDiffPage","flutter_app/lib/features/launchpad/presentation/pages/launchpad_abi_diff_page.dart","P2_MEDIUM_DENSITY_REVIEW","29","0","A","detail","financial_safety_copy_preserve","spacer_inside_cards;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Remove Spacer-driven loose card expansion or replace with fixed compact content rhythm.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/launchpad/presentation/pages/launchpad_abi_diff_page.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_abi_diff_entries.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_abi_diff_extensions.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_abi_diff_summary.dart"
"monitor_when_touched","P2-C standard monitor","launchpad","AppRoutePaths.launchpadEventLog","LaunchpadEventLogPage","flutter_app/lib/features/launchpad/presentation/pages/launchpad_event_log_page.dart","P2_MEDIUM_DENSITY_REVIEW","29","1","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/launchpad/presentation/pages/launchpad_event_log_page.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_event_log_export_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_event_log_filter_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_event_log_list_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_event_log_misc_widgets.dart"
"monitor_when_touched","P2-C standard monitor","p2p","AppRoutePaths.p2pSecurityAntiPhishing","P2PAntiPhishingCodePage","flutter_app/lib/features/p2p/presentation/pages/p2p_anti_phishing_code_page.dart","P2_MEDIUM_DENSITY_REVIEW","29","0","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/p2p/presentation/pages/p2p_anti_phishing_code_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_anti_phishing_code_page_common.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_anti_phishing_code_page_sections.dart"
"monitor_when_touched","P2-C standard monitor","p2p","AppRoutePaths.p2pGuide","P2PGuidePage","flutter_app/lib/features/p2p/presentation/pages/p2p_guide_page.dart","P2_MEDIUM_DENSITY_REVIEW","29","0","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/p2p/presentation/pages/p2p_guide_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_guide_steps_safety.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_guide_tabs_faq.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_guide_video_common.dart"
"monitor_when_touched","P2-C standard monitor","p2p","'/p2p/order/rate/:orderId'","P2POrderRatePage","flutter_app/lib/features/p2p/presentation/pages/p2p_order_rate_page.dart","P2_MEDIUM_DENSITY_REVIEW","29","6","A","detail","financial_safety_copy_preserve","manual_content_density_bypass;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Replace relaxed/custom content rhythm with shared compact sections before tuning individual cards.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/p2p/presentation/pages/p2p_order_rate_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_order_rate_widgets.dart"
"monitor_when_touched","P2-C standard monitor","launchpad","AppRoutePaths.launchpadDcaBuilder","LaunchpadDcaBuilderPage","flutter_app/lib/features/launchpad/presentation/pages/launchpad_dca_builder_page.dart","P2_MEDIUM_DENSITY_REVIEW","28","0","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/launchpad/presentation/pages/launchpad_dca_builder_page.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_dca_builder_common.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_dca_builder_create_form.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_dca_builder_history.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_dca_builder_strategies.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_dca_builder_summary.dart"
"monitor_when_touched","P2-C standard monitor","launchpad","AppRoutePaths.launchpadReceiptSub001","LaunchpadReceiptPage","flutter_app/lib/features/launchpad/presentation/pages/launchpad_receipt_page.dart","P2_MEDIUM_DENSITY_REVIEW","28","0","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/launchpad/presentation/pages/launchpad_receipt_page.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_receipt_details_next_steps.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_receipt_states_success.dart"
"monitor_when_touched","P2-C standard monitor","markets","AppRoutePaths.marketsCompare","ComparisonToolPage","flutter_app/lib/features/markets/presentation/pages/comparison_tool_page.dart","P2_MEDIUM_DENSITY_REVIEW","28","5","A","detail","standard_ui_accessibility_preserve","manual_content_density_bypass;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Replace relaxed/custom content rhythm with shared compact sections before tuning individual cards.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/markets/presentation/pages/comparison_tool_page.dart"
"monitor_when_touched","P2-C standard monitor","markets","AppRoutePaths.marketsDerivatives","DerivativesOverviewPage","flutter_app/lib/features/markets/presentation/pages/derivatives_overview_page.dart","P2_MEDIUM_DENSITY_REVIEW","28","5","A","detail","standard_ui_accessibility_preserve","manual_content_density_bypass;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Replace relaxed/custom content rhythm with shared compact sections before tuning individual cards.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/markets/presentation/pages/derivatives_overview_page.dart"
"monitor_when_touched","P2-C standard monitor","markets","AppRoutePaths.marketsCalendar","MarketCalendarPage","flutter_app/lib/features/markets/presentation/pages/market_calendar_page.dart","P2_MEDIUM_DENSITY_REVIEW","28","5","A","detail","standard_ui_accessibility_preserve","manual_content_density_bypass;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Replace relaxed/custom content rhythm with shared compact sections before tuning individual cards.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/markets/presentation/pages/market_calendar_page.dart;flutter_app/lib/features/markets/presentation/widgets/market_body_review_widgets.dart"
"monitor_when_touched","P2-C standard monitor","markets","AppRoutePaths.marketsDepth","MarketDepthPage","flutter_app/lib/features/markets/presentation/pages/market_depth_page.dart","P2_MEDIUM_DENSITY_REVIEW","28","5","A","detail","standard_ui_accessibility_preserve","manual_content_density_bypass;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Replace relaxed/custom content rhythm with shared compact sections before tuning individual cards.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/markets/presentation/pages/market_depth_page.dart"
"monitor_when_touched","P2-C standard monitor","markets","'/pair/:pairId/depth'","MarketDepthPage","flutter_app/lib/features/markets/presentation/pages/market_depth_page.dart","P2_MEDIUM_DENSITY_REVIEW","28","5","A","detail","standard_ui_accessibility_preserve","manual_content_density_bypass;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Replace relaxed/custom content rhythm with shared compact sections before tuning individual cards.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/markets/presentation/pages/market_depth_page.dart"
"monitor_when_touched","P2-C standard monitor","markets","AppRoutePaths.marketsHeatmap","MarketHeatmapPage","flutter_app/lib/features/markets/presentation/pages/market_heatmap_page.dart","P2_MEDIUM_DENSITY_REVIEW","28","5","A","detail","standard_ui_accessibility_preserve","manual_content_density_bypass;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Replace relaxed/custom content rhythm with shared compact sections before tuning individual cards.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/markets/presentation/pages/market_heatmap_page.dart;flutter_app/lib/features/markets/presentation/widgets/market_body_review_widgets.dart"
"monitor_when_touched","P2-C standard monitor","p2p","'/p2p/ad/:adId'","P2PAdDetailPage","flutter_app/lib/features/p2p/presentation/pages/p2p_ad_detail_page.dart","P2_MEDIUM_DENSITY_REVIEW","28","0","A","detail","financial_safety_copy_preserve","spacer_inside_cards;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Remove Spacer-driven loose card expansion or replace with fixed compact content rhythm.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/p2p/presentation/pages/p2p_ad_detail_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_ad_detail_amount_terms.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_ad_detail_merchant_info.dart"
"monitor_when_touched","P2-C standard monitor","p2p","AppRoutePaths.p2pComplianceAmlScreening","P2PAmlScreeningPage","flutter_app/lib/features/p2p/presentation/pages/p2p_aml_screening_page.dart","P2_MEDIUM_DENSITY_REVIEW","28","4","A","detail","financial_safety_copy_preserve","bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/p2p/presentation/pages/p2p_aml_screening_page.dart"
"monitor_when_touched","P2-C standard monitor","p2p","AppRoutePaths.p2pExpressConfirm","P2PExpressConfirmPage","flutter_app/lib/features/p2p/presentation/pages/p2p_express_confirm_page.dart","P2_MEDIUM_DENSITY_REVIEW","28","4","A","detail","financial_safety_copy_preserve","bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/p2p/presentation/pages/p2p_express_confirm_page.dart"
"monitor_when_touched","P2-C standard monitor","p2p","AppRoutePaths.p2pSecurityLoginHistory","P2PLoginHistoryPage","flutter_app/lib/features/p2p/presentation/pages/p2p_login_history_page.dart","P2_MEDIUM_DENSITY_REVIEW","28","5","A","detail","financial_safety_copy_preserve","bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/p2p/presentation/pages/p2p_login_history_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_login_history_common.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_login_history_events.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_login_history_summary_filters.dart"
"monitor_when_touched","P2-C standard monitor","rewards","AppRoutePaths.rewards","RewardsHubPage","flutter_app/lib/features/rewards/presentation/pages/rewards_hub_page.dart","P2_MEDIUM_DENSITY_REVIEW","28","0","A","rootModule","standard_ui_accessibility_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;root_top_chrome_first_viewport_cost;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/app/feature_bridges/rewards_arena_points_bridge.dart;flutter_app/lib/features/arena/presentation/pages/arena_points_page.dart;flutter_app/lib/features/arena/presentation/pages/arena_points_page_part_01.dart;flutter_app/lib/features/arena/presentation/pages/arena_points_page_part_02.dart;flutter_app/lib/features/arena/presentation/pages/arena_points_page_part_03.dart;flutter_app/lib/features/rewards/presentation/pages/rewards_hub_page.dart"
"monitor_when_touched","P2-C standard monitor","trade","'/trade/copy-provider/:providerId/assessment'","PreCopyAssessmentPage","flutter_app/lib/features/trade/presentation/pages/pre_copy_assessment_page.dart","P2_MEDIUM_DENSITY_REVIEW","28","4","A","detail","financial_safety_copy_preserve","bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/trade/presentation/pages/pre_copy_assessment_page.dart"
"monitor_when_touched","P2-C standard monitor","wallet","AppRoutePaths.walletTokenApproval","WalletTokenApprovalPage","flutter_app/lib/features/wallet/presentation/pages/wallet_token_approval_page.dart","P2_MEDIUM_DENSITY_REVIEW","28","4","A","detail","financial_safety_copy_preserve","manual_content_density_bypass;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Replace relaxed/custom content rhythm with shared compact sections before tuning individual cards.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/wallet/presentation/pages/wallet_token_approval_page.dart"
"monitor_when_touched","P2-C standard monitor","wallet","AppRoutePaths.walletWithdraw","WithdrawPage","flutter_app/lib/features/wallet/presentation/pages/withdraw_page.dart","P2_MEDIUM_DENSITY_REVIEW","28","0","A","detail","financial_safety_copy_preserve","manual_content_density_bypass;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Replace relaxed/custom content rhythm with shared compact sections before tuning individual cards.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/wallet/presentation/pages/withdraw_page.dart"
"monitor_when_touched","P2-C standard monitor","wallet","'${AppRoutePaths.walletWithdraw}/:asset'","WithdrawPage","flutter_app/lib/features/wallet/presentation/pages/withdraw_page.dart","P2_MEDIUM_DENSITY_REVIEW","28","0","A","detail","financial_safety_copy_preserve","manual_content_density_bypass;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Replace relaxed/custom content rhythm with shared compact sections before tuning individual cards.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/wallet/presentation/pages/withdraw_page.dart"
"monitor_when_touched","P2-C standard monitor","arena","'/arena/ledger/entry/:entryId'","ArenaPointsEntryDetailPage","flutter_app/lib/features/arena/presentation/pages/arena_points_entry_detail_page.dart","P2_MEDIUM_DENSITY_REVIEW","27","1","A","detail","open_arena_points_boundary_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/arena/presentation/pages/arena_points_entry_detail_page.dart;flutter_app/lib/features/arena/presentation/widgets/arena_points_entry_detail_page_common.dart;flutter_app/lib/features/arena/presentation/widgets/arena_points_entry_detail_page_sections.dart"
"monitor_when_touched","P2-C standard monitor","arena","'/arena/trust/:userId'","ArenaTrustBreakdownPage","flutter_app/lib/features/arena/presentation/pages/arena_trust_breakdown_page.dart","P2_MEDIUM_DENSITY_REVIEW","27","4","A","detail","open_arena_points_boundary_preserve","bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/arena/presentation/pages/arena_trust_breakdown_page.dart"
"monitor_when_touched","P2-C standard monitor","earn","AppRoutePaths.earnSavingsAutoCompound","AutoCompoundSettingsPage","flutter_app/lib/features/earn/presentation/pages/auto_compound_settings_page.dart","P2_MEDIUM_DENSITY_REVIEW","27","0","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/earn/presentation/pages/auto_compound_settings_page.dart;flutter_app/lib/features/earn/presentation/pages/auto_compound_settings_page_part_01.dart;flutter_app/lib/features/earn/presentation/pages/auto_compound_settings_page_part_02.dart;flutter_app/lib/features/earn/presentation/pages/auto_compound_settings_page_part_03.dart"
