"id","path","area","feature","layer","kind","lines","soft_limit","hard_limit","threshold_bucket","priority","required_action","split_direction","verification","status","notes"
"FEG00210","lib/features/auth/presentation/pages/forgot_password_page.dart","lib","auth","presentation/pages","presentation_page","320","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/auth --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00211","lib/features/auth/presentation/pages/login_page.dart","lib","auth","presentation/pages","presentation_page","477","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/auth --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00212","lib/features/auth/presentation/pages/otp_page.dart","lib","auth","presentation/pages","presentation_page","280","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/auth --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00213","lib/features/auth/presentation/pages/register_page.dart","lib","auth","presentation/pages","presentation_page","349","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/auth --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00214","lib/features/auth/presentation/pages/reset_password_page.dart","lib","auth","presentation/pages","presentation_page","316","500","600","under_soft_target","P1","SOFT_REVIEW: inspect symbol boundaries; keep state, provider reads, navigation, keys, and top-level composition in page; extract visual sections only when responsibilities are mixed.","Move cards, rows, filters, tab bodies, sheets, charts, and repeated UI to lib/features/auth/presentation/widgets/<cohesive-name>.dart.","flutter analyze; flutter test test/features/auth --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","split_done","2026-06-01 batch B: split ResetPasswordPage visual sections to lib/features/auth/presentation/widgets/reset_password_page_sections.dart. Page now keeps state, provider reads, navigation, keys, submit handling, and composition. Before 525 lines; after 316 lines. Direct grep on touched files found no features/*/data or Colors.*. GitNexus MCP unavailable and CLI failed: Cannot destructure property package of node.target as it is null."
"FEG00215","lib/features/auth/presentation/pages/two_fa_setup_page.dart","lib","auth","presentation/pages","presentation_page","261","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/auth --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00216","lib/features/auth/presentation/widgets/forgot_password_page_sections.dart","lib","auth","presentation/widgets","presentation_widget","342","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/auth --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00217","lib/features/auth/presentation/widgets/otp_identity_intro.dart","lib","auth","presentation/widgets","presentation_widget","83","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/auth --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00218","lib/features/auth/presentation/widgets/otp_input_status.dart","lib","auth","presentation/widgets","presentation_widget","226","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/auth --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00219","lib/features/auth/presentation/widgets/register_page_sections.dart","lib","auth","presentation/widgets","presentation_widget","274","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/auth --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00220","lib/features/auth/presentation/widgets/two_fa_setup_backup.dart","lib","auth","presentation/widgets","presentation_widget","170","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/auth --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00221","lib/features/auth/presentation/widgets/two_fa_setup_qr.dart","lib","auth","presentation/widgets","presentation_widget","283","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/auth --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00222","lib/features/auth/presentation/widgets/two_fa_setup_steps.dart","lib","auth","presentation/widgets","presentation_widget","63","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/auth --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00223","lib/features/auth/presentation/widgets/two_fa_setup_verify.dart","lib","auth","presentation/widgets","presentation_widget","190","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/auth --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00224","lib/features/cross_module/data/cross_module_analytics_repository.dart","lib","cross_module","other","other_dart","4","0","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00225","lib/features/cross_module/data/providers/cross_module_analytics_repository_provider.dart","lib","cross_module","data/providers","other_dart","8","0","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00226","lib/features/cross_module/data/providers/smart_alerts_repository_provider.dart","lib","cross_module","data/providers","other_dart","7","0","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00227","lib/features/cross_module/data/providers/tax_report_repository_provider.dart","lib","cross_module","data/providers","other_dart","7","0","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00228","lib/features/cross_module/data/providers/unified_portfolio_repository_provider.dart","lib","cross_module","data/providers","other_dart","9","0","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00229","lib/features/cross_module/data/repositories/mock_cross_module_analytics_repository.dart","lib","cross_module","data/repositories","data_repository","130","400","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00230","lib/features/cross_module/data/repositories/mock_smart_alerts_repository.dart","lib","cross_module","data/repositories","data_repository","200","400","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00231","lib/features/cross_module/data/repositories/mock_tax_report_repository.dart","lib","cross_module","data/repositories","data_repository","116","400","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00232","lib/features/cross_module/data/repositories/mock_unified_portfolio_repository.dart","lib","cross_module","data/repositories","data_repository","146","400","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00233","lib/features/cross_module/data/smart_alerts_repository.dart","lib","cross_module","other","other_dart","4","0","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00234","lib/features/cross_module/data/tax_report_repository.dart","lib","cross_module","other","other_dart","4","0","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00235","lib/features/cross_module/data/unified_portfolio_repository.dart","lib","cross_module","other","other_dart","4","0","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00236","lib/features/cross_module/domain/entities/cross_module_analytics_entities.dart","lib","cross_module","domain/entities","domain_entity","107","500","800","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00237","lib/features/cross_module/domain/entities/smart_alerts_entities.dart","lib","cross_module","domain/entities","domain_entity","120","500","800","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00238","lib/features/cross_module/domain/entities/tax_report_entities.dart","lib","cross_module","domain/entities","domain_entity","102","500","800","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00239","lib/features/cross_module/domain/entities/unified_portfolio_entities.dart","lib","cross_module","domain/entities","domain_entity","96","500","800","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00240","lib/features/cross_module/domain/repositories/cross_module_analytics_repository.dart","lib","cross_module","domain/repositories","domain_repository","5","0","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00241","lib/features/cross_module/domain/repositories/smart_alerts_repository.dart","lib","cross_module","domain/repositories","domain_repository","5","0","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00242","lib/features/cross_module/domain/repositories/tax_report_repository.dart","lib","cross_module","domain/repositories","domain_repository","5","0","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00243","lib/features/cross_module/domain/repositories/unified_portfolio_repository.dart","lib","cross_module","domain/repositories","domain_repository","5","0","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00244","lib/features/cross_module/presentation/controllers/cross_module_analytics_controller.dart","lib","cross_module","presentation/controllers","controller","20","350","500","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00245","lib/features/cross_module/presentation/controllers/smart_alerts_controller.dart","lib","cross_module","presentation/controllers","controller","20","350","500","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00246","lib/features/cross_module/presentation/controllers/tax_report_controller.dart","lib","cross_module","presentation/controllers","controller","20","350","500","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00247","lib/features/cross_module/presentation/controllers/unified_portfolio_controller.dart","lib","cross_module","presentation/controllers","controller","20","350","500","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00248","lib/features/cross_module/presentation/pages/cross_module_analytics.dart","lib","cross_module","presentation/pages","presentation_page","96","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00249","lib/features/cross_module/presentation/pages/smart_alert_center.dart","lib","cross_module","presentation/pages","presentation_page","109","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00250","lib/features/cross_module/presentation/pages/tax_report_center.dart","lib","cross_module","presentation/pages","presentation_page","37","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00251","lib/features/cross_module/presentation/pages/tax_report_center_part_01.dart","lib","cross_module","presentation/pages","presentation_page_part","489","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00252","lib/features/cross_module/presentation/pages/tax_report_center_part_02.dart","lib","cross_module","presentation/pages","presentation_page_part","502","500","600","soft_review","P2","SOFT_REVIEW_PAGE_PART: inspect private widget clusters; reduce page-part debt only when extraction to public widgets is cleaner than keeping private parts; never create nested Dart parts.","Extract reusable visual clusters to lib/features/cross_module/presentation/widgets/ with public package imports, or document cohesive/private-boundary exception.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00253","lib/features/cross_module/presentation/pages/tax_report_center_part_03.dart","lib","cross_module","presentation/pages","presentation_page_part","446","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00254","lib/features/cross_module/presentation/pages/unified_portfolio_dashboard.dart","lib","cross_module","presentation/pages","presentation_page","102","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00255","lib/features/cross_module/presentation/widgets/cross_module_analytics_cards.dart","lib","cross_module","presentation/widgets","presentation_widget","377","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00256","lib/features/cross_module/presentation/widgets/cross_module_analytics_common.dart","lib","cross_module","presentation/widgets","presentation_widget","67","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG00257","lib/features/cross_module/presentation/widgets/cross_module_analytics_painters.dart","lib","cross_module","presentation/widgets","painter_chart_widget","290","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/cross_module --reporter=compact; flutter test test/quality/product_copy_guardrails_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
